Brand,Model,Fuel_Type,Transmission,Body_Type,Color,Price_INR,Engine_Size,Horsepower,Top_Speed,Customisable_Interiors,Mileage_kmpl,Units_Sold,Profitability
Tata,TAT803,Petrol,Automatic,Pickup,White,1503000.0,1.7,94,128,Yes,14.1,242,1
Audi,AUD188,Petrol,Manual,Coupe,Black,16106000.0,4.0,301,221,No,12.1,199,0
Ford,FOR832,Petrol,Manual,Coupe,Blue,3062000.0,3.1,135,239,No,17.6,328,1
Kia,KIA628,Petrol,Manual,Sedan,Grey,1791000.0,2.7,114,192,Yes,13.1,535,1
Tata,TAT853,Diesel,Manual,Pickup,Silver,637000.0,1.2,79,147,Yes,18.9,200,1
BMW,BMW796,Petrol,Manual,SUV,Red,7615000.0,3.0,308,200,No,17.0,375,1
Honda,HON311,Hybrid,Automatic,SUV,Red,2754000.0,1.4,190,185,Yes,23.4,337,1
Maruti Suzuki,MAR816,Petrol,Manual,Pickup,White,580000.0,1.2,84,131,No,16.6,711,1
Ford,FOR484,Diesel,Manual,Hatchback,Red,3674000.0,2.8,187,218,No,14.1,416,1
Mercedes,MER249,Diesel,Manual,Hatchback,Black,8053000.0,2.4,311,186,Yes,14.2,288,1
Hyundai,HYU230,Petrol,Manual,Sedan,Black,4594000.0,2.9,152,209,Yes,19.0,546,1
Maruti Suzuki,MAR301,Petrol,Automatic,Sedan,Grey,2051000.0,1.6,72,125,Yes,19.3,581,1
Kia,KIA514,Petrol,Manual,Hatchback,Silver,2816000.0,1.3,235,162,No,12.2,309,1
BMW,BMW659,Petrol,Automatic,SUV,Blue,18013000.0,2.9,416,211,Yes,17.3,252,0
Toyota,TOY954,Diesel,Manual,Coupe,Grey,2325000.0,3.4,99,199,No,19.1,156,1
Maruti Suzuki,MAR990,Petrol,Manual,Sedan,White,1409000.0,1.6,99,124,No,12.1,584,1
BMW,BMW850,Petrol,Manual,Pickup,White,10062000.0,4.0,243,231,Yes,15.7,279,1
Ford,FOR591,Petrol,Manual,Pickup,Green,3619000.0,1.8,122,206,Yes,14.6,550,1
Maruti Suzuki,MAR284,Petrol,Manual,Coupe,Green,1570000.0,1.4,74,165,No,13.4,539,1
Honda,HON600,Electric,Automatic,Sedan,Blue,4128000.0,1.5,218,173,Yes,27.8,244,1
Mercedes,MER807,Petrol,Manual,SUV,Silver,7530000.0,2.7,414,187,Yes,19.8,127,1
BMW,BMW369,Petrol,Automatic,Coupe,Black,6621000.0,4.0,411,312,No,13.2,154,1
Tata,TAT853,Petrol,Manual,Pickup,Grey,1182000.0,1.7,80,138,Yes,12.9,548,1
Mahindra,MAH620,Petrol,Manual,Pickup,Silver,1607000.0,1.5,230,140,Yes,17.5,356,1
Kia,KIA676,Hybrid,Automatic,Coupe,Grey,3807000.0,2.7,162,206,No,29.4,573,1
Toyota,TOY233,Petrol,Automatic,Coupe,Red,4370000.0,2.7,121,211,Yes,16.0,513,1
Honda,HON256,Petrol,Automatic,Pickup,Blue,2925000.0,2.8,93,202,No,13.7,625,1
Mercedes,MER372,Hybrid,Automatic,SUV,Blue,10870000.0,2.3,210,182,Yes,29.1,30,0
Tata,TAT569,Petrol,Manual,SUV,Grey,1918000.0,1.6,97,149,Yes,12.1,686,1
Kia,KIA334,Petrol,Automatic,Hatchback,Grey,2095000.0,1.5,195,159,Yes,15.6,208,1
Mahindra,MAH238,Petrol,Manual,Pickup,Grey,4533000.0,3.3,103,206,No,15.9,241,1
Toyota,TOY863,Diesel,Automatic,Pickup,Black,3220000.0,1.5,111,211,Yes,19.2,562,1
Maruti Suzuki,MAR812,Petrol,Automatic,Coupe,Green,1586000.0,1.2,79,128,No,18.2,585,1
Ford,FOR488,Diesel,Automatic,Pickup,Grey,4673000.0,2.5,194,199,Yes,13.8,209,1
Honda,HON823,Hybrid,Automatic,Pickup,Black,3441000.0,3.2,130,177,No,27.5,186,1
BMW,BMW945,Diesel,Manual,Sedan,Red,6273000.0,3.5,218,217,Yes,18.1,337,1
Honda,HON524,Petrol,Manual,Sedan,Silver,2256000.0,1.6,164,210,Yes,12.6,384,1
Mercedes,MER807,Diesel,Manual,Hatchback,White,9732000.0,4.0,276,184,No,14.7,211,1
Hyundai,HYU454,Diesel,Automatic,SUV,Green,1705000.0,2.8,91,141,Yes,18.2,470,1
Honda,HON340,Petrol,Automatic,Pickup,Green,1729000.0,1.9,243,218,Yes,13.3,728,1
Audi,AUD463,Diesel,Automatic,Sedan,Silver,12981000.0,4.8,383,233,No,14.2,536,1
Maruti Suzuki,MAR580,Petrol,Manual,SUV,Red,1276000.0,1.5,77,125,Yes,13.0,524,1
Maruti Suzuki,MAR199,Petrol,Manual,Pickup,Silver,956000.0,1.3,87,150,No,14.5,518,1
Kia,KIA130,Hybrid,Manual,SUV,White,4521000.0,2.5,215,213,Yes,21.6,90,1
Maruti Suzuki,MAR461,Petrol,Manual,Coupe,Silver,1119000.0,1.0,108,126,No,20.0,319,1
Honda,HON426,Petrol,Automatic,Sedan,White,3653000.0,2.5,114,181,Yes,14.1,555,1
Audi,AUD791,Petrol,Manual,Pickup,Silver,10982000.0,3.4,407,186,Yes,16.8,170,1
Mahindra,MAH935,Petrol,Automatic,Pickup,White,3359000.0,2.2,222,215,No,15.7,321,1
Mercedes,MER972,Petrol,Manual,SUV,Grey,13944000.0,4.0,240,184,No,19.6,30,0
Maruti Suzuki,MAR914,Hybrid,Automatic,Pickup,Blue,1057000.0,1.6,109,138,No,26.4,585,1
Kia,KIA960,Diesel,Manual,Hatchback,Silver,3113000.0,3.0,109,175,Yes,14.4,249,1
Audi,AUD553,Diesel,Automatic,SUV,Grey,9021000.0,4.3,181,232,Yes,18.5,287,1
Maruti Suzuki,MAR732,Diesel,Manual,Sedan,Black,1162000.0,1.4,118,172,Yes,15.7,718,1
BMW,BMW454,Hybrid,Manual,Pickup,Green,19813000.0,4.5,423,227,No,28.6,238,0
Mahindra,MAH663,Diesel,Manual,Pickup,Blue,3083000.0,3.0,196,211,No,15.2,330,1
Mahindra,MAH918,Petrol,Manual,SUV,Silver,2278000.0,1.3,164,197,Yes,14.4,75,1
Audi,AUD357,Petrol,Automatic,Hatchback,Red,13873000.0,2.2,370,206,No,12.3,220,1
Ford,FOR935,Electric,Automatic,Hatchback,Grey,4119000.0,2.3,185,198,Yes,34.8,484,1
Mahindra,MAH801,Petrol,Automatic,Sedan,Black,2983000.0,2.0,128,212,Yes,19.8,418,1
Mahindra,MAH508,Petrol,Manual,Coupe,Blue,2182000.0,1.5,125,226,No,13.4,275,1
Audi,AUD398,Hybrid,Manual,Pickup,Red,14569000.0,4.9,224,188,No,24.7,131,0
BMW,BMW368,Petrol,Automatic,Pickup,Green,18072000.0,4.9,241,202,Yes,19.3,219,0
Maruti Suzuki,MAR305,Diesel,Manual,Hatchback,Black,1752000.0,1.0,109,156,Yes,19.6,641,1
Kia,KIA908,Hybrid,Automatic,Hatchback,Blue,3624000.0,1.3,115,178,Yes,28.8,138,1
Audi,AUD943,Petrol,Manual,SUV,Red,5944000.0,2.7,362,244,No,14.6,352,1
Mahindra,MAH572,Diesel,Manual,Pickup,Green,3886000.0,2.1,139,180,Yes,15.5,290,1
Hyundai,HYU623,Petrol,Manual,Pickup,Blue,2693000.0,3.1,249,191,No,14.0,679,1
BMW,BMW302,Petrol,Manual,Hatchback,Black,6797000.0,2.2,200,244,Yes,12.8,537,1
Mercedes,MER757,Petrol,Automatic,Pickup,Green,14152000.0,2.5,298,197,Yes,14.0,177,0
BMW,BMW997,Hybrid,Automatic,Sedan,Black,8553000.0,3.8,184,208,No,21.9,261,1
Kia,KIA982,Diesel,Manual,Pickup,Green,4046000.0,1.7,219,173,Yes,13.4,417,1
Honda,HON734,Petrol,Manual,Pickup,Red,4393000.0,3.0,249,202,Yes,13.2,371,1
Kia,KIA482,Petrol,Manual,SUV,Black,1978000.0,3.0,174,215,Yes,16.7,60,1
Tata,TAT707,Hybrid,Manual,Sedan,Silver,1322000.0,1.1,68,170,No,29.9,692,1
Mercedes,MER767,Petrol,Automatic,Pickup,Grey,13914000.0,4.9,244,218,No,15.3,147,0
Ford,FOR419,Petrol,Manual,Sedan,Black,2922000.0,1.8,169,189,Yes,12.6,480,1
Audi,AUD522,Petrol,Manual,SUV,Silver,14163000.0,3.3,196,212,No,13.1,403,1
Tata,TAT526,Diesel,Manual,Pickup,Black,1517000.0,1.0,82,124,Yes,12.0,267,1
Maruti Suzuki,MAR907,Petrol,Manual,Pickup,Green,2246000.0,1.9,111,152,No,12.6,649,1
Honda,HON209,Hybrid,Manual,Sedan,Blue,2015000.0,3.3,230,174,No,23.3,619,1
Mercedes,MER994,Petrol,Automatic,Hatchback,Silver,13820000.0,3.8,242,198,No,17.8,279,1
Maruti Suzuki,MAR611,Diesel,Automatic,Sedan,Blue,1747000.0,1.1,71,160,Yes,15.1,903,1
Kia,KIA826,Diesel,Automatic,Coupe,Silver,4002000.0,3.1,134,217,No,13.0,517,1
Maruti Suzuki,MAR225,Petrol,Automatic,SUV,Green,2008000.0,1.8,77,129,No,12.6,472,1
Hyundai,HYU970,Diesel,Automatic,Pickup,Black,3789000.0,2.8,188,210,No,15.0,573,1
BMW,BMW441,Petrol,Manual,Sedan,Silver,12901000.0,2.1,210,208,Yes,16.8,260,1
Audi,AUD772,Petrol,Automatic,Sedan,White,10440000.0,4.7,323,221,No,19.6,179,1
Mercedes,MER486,Petrol,Manual,Hatchback,Grey,14386000.0,3.3,308,225,No,13.6,160,0
Audi,AUD325,Petrol,Manual,SUV,Green,12720000.0,2.8,215,195,No,17.4,163,0
Maruti Suzuki,MAR155,Petrol,Automatic,Pickup,White,1611000.0,1.7,79,174,No,15.6,698,1
Mahindra,MAH727,Petrol,Manual,Sedan,Grey,4984000.0,2.7,241,183,Yes,14.5,303,1
Ford,FOR920,Petrol,Manual,Pickup,Silver,2500000.0,2.5,186,175,No,19.1,104,1
Tata,TAT835,Petrol,Manual,Hatchback,Grey,661000.0,2.0,109,156,Yes,18.6,420,1
Tata,TAT560,Hybrid,Manual,Coupe,Blue,1996000.0,1.9,83,153,No,21.0,465,1
Hyundai,HYU294,Electric,Automatic,Sedan,White,2815000.0,2.2,136,182,No,25.8,766,1
Ford,FOR460,Diesel,Automatic,Pickup,Silver,4764000.0,2.2,238,197,Yes,14.3,238,1
Hyundai,HYU627,Petrol,Automatic,SUV,Black,1679000.0,2.8,138,157,No,17.9,671,1
Kia,KIA748,Diesel,Manual,SUV,Grey,3792000.0,2.3,240,194,No,19.1,259,1
Hyundai,HYU645,Diesel,Manual,SUV,Black,1828000.0,1.9,245,217,No,18.1,412,1
Tata,TAT995,Petrol,Manual,Pickup,Green,1504000.0,1.8,93,120,No,16.0,272,1
Toyota,TOY834,Diesel,Automatic,SUV,Blue,1991000.0,1.8,189,151,No,17.8,495,1
Tata,TAT176,Petrol,Automatic,Hatchback,Grey,1294000.0,1.4,108,150,No,15.0,453,1
BMW,BMW258,Petrol,Automatic,Coupe,Red,14759000.0,3.5,236,273,Yes,14.3,383,1
Mahindra,MAH346,Petrol,Automatic,Coupe,Blue,1613000.0,1.4,128,231,Yes,18.7,236,1
Mercedes,MER534,Hybrid,Automatic,Hatchback,Grey,12980000.0,2.7,348,242,No,20.4,299,1
Mahindra,MAH764,Diesel,Automatic,Hatchback,Grey,5054000.0,3.1,211,195,No,18.2,481,1
Mahindra,MAH755,Diesel,Automatic,Coupe,Red,2949000.0,3.4,234,219,Yes,18.3,64,1
Audi,AUD856,Petrol,Manual,Hatchback,Red,15591000.0,2.7,336,213,No,18.2,471,1
Honda,HON797,Petrol,Manual,Sedan,Green,2248000.0,1.5,107,149,No,12.3,321,1
Toyota,TOY387,Petrol,Manual,Sedan,White,3003000.0,2.7,110,188,No,16.8,355,1
Honda,HON896,Hybrid,Automatic,Hatchback,Red,3055000.0,1.2,113,219,Yes,27.3,288,1
Ford,FOR119,Petrol,Automatic,Coupe,Green,3130000.0,2.6,225,238,No,14.6,689,1
Mercedes,MER870,Petrol,Manual,Hatchback,Red,7297000.0,4.8,296,205,Yes,19.3,178,1
Hyundai,HYU394,Petrol,Manual,Sedan,Grey,1660000.0,1.3,199,170,No,18.1,523,1
Tata,TAT566,Diesel,Manual,Coupe,White,979000.0,1.7,73,147,No,18.6,402,1
Honda,HON406,Petrol,Manual,Coupe,Black,4467000.0,2.9,158,220,No,17.5,516,1
Mahindra,MAH100,Petrol,Manual,Coupe,Blue,4619000.0,3.2,237,215,Yes,17.2,205,1
Mahindra,MAH217,Petrol,Automatic,Hatchback,Grey,1494000.0,2.5,165,216,No,19.2,543,1
Audi,AUD124,Petrol,Automatic,SUV,Black,6298000.0,2.7,419,189,Yes,12.4,128,1
Mahindra,MAH637,Hybrid,Automatic,Hatchback,Green,3799000.0,3.4,223,217,Yes,27.5,395,1
BMW,BMW506,Diesel,Automatic,Hatchback,Blue,10295000.0,3.1,301,236,Yes,19.3,236,1
Hyundai,HYU914,Petrol,Manual,Hatchback,White,2712000.0,2.3,233,143,No,18.3,225,1
Tata,TAT492,Diesel,Manual,Pickup,Grey,1329000.0,1.4,105,175,No,15.9,379,1
Mercedes,MER906,Petrol,Automatic,Hatchback,Blue,15846000.0,4.2,269,221,Yes,17.3,189,0
Mahindra,MAH273,Hybrid,Manual,Sedan,Silver,4542000.0,2.7,143,160,Yes,22.1,253,1
Hyundai,HYU767,Petrol,Manual,Coupe,Silver,2286000.0,1.6,111,205,No,16.9,575,1
Mercedes,MER164,Hybrid,Manual,Hatchback,Black,11516000.0,3.0,405,215,Yes,20.9,30,0
Mercedes,MER768,Electric,Manual,SUV,Silver,11403000.0,4.9,443,197,No,27.5,30,0
Audi,AUD547,Diesel,Automatic,SUV,Silver,10030000.0,3.6,242,188,No,16.6,127,0
BMW,BMW742,Electric,Manual,SUV,Blue,15902000.0,2.4,370,210,Yes,29.4,228,1
Audi,AUD695,Petrol,Manual,Pickup,Grey,11169000.0,3.3,201,221,No,15.4,423,1
Toyota,TOY543,Petrol,Manual,Hatchback,Red,1613000.0,2.6,91,156,No,18.2,415,1
Mercedes,MER119,Petrol,Manual,Coupe,Silver,15106000.0,2.5,292,269,Yes,15.6,149,0
Audi,AUD526,Petrol,Manual,Coupe,Green,11652000.0,3.2,220,210,Yes,18.0,339,1
Mahindra,MAH986,Petrol,Automatic,Sedan,Black,3103000.0,1.3,122,163,No,16.8,232,1
Tata,TAT203,Petrol,Automatic,Sedan,Green,1766000.0,1.1,74,142,No,13.5,301,1
Toyota,TOY955,Petrol,Manual,Hatchback,Red,2371000.0,2.4,146,167,Yes,14.1,808,1
Tata,TAT447,Petrol,Manual,Coupe,Red,1414000.0,1.4,71,120,No,13.2,487,1
BMW,BMW678,Diesel,Automatic,Coupe,Green,7962000.0,3.3,268,264,Yes,17.8,166,1
Toyota,TOY848,Hybrid,Manual,Sedan,Red,2332000.0,1.3,92,157,Yes,24.2,382,1
Kia,KIA131,Petrol,Manual,Pickup,Green,4067000.0,1.4,241,208,No,18.7,303,1
Kia,KIA709,Petrol,Automatic,Coupe,Red,3420000.0,1.4,114,189,No,12.9,494,1
Audi,AUD309,Diesel,Manual,Sedan,Red,8512000.0,2.7,362,186,Yes,14.9,174,1
Kia,KIA838,Diesel,Manual,Coupe,Silver,2558000.0,3.1,172,225,Yes,13.0,318,1
BMW,BMW957,Petrol,Manual,Pickup,Black,15773000.0,4.9,317,215,No,12.9,325,1
Honda,HON880,Hybrid,Manual,SUV,Silver,2725000.0,3.2,111,213,No,26.7,648,1
Hyundai,HYU953,Diesel,Manual,SUV,Red,1700000.0,1.7,135,170,Yes,19.3,213,1
BMW,BMW188,Diesel,Manual,Hatchback,Blue,9396000.0,3.6,223,231,No,16.5,345,1
BMW,BMW399,Petrol,Manual,Hatchback,Blue,18468000.0,4.0,428,219,Yes,18.6,237,0
Hyundai,HYU608,Petrol,Manual,Coupe,Black,2660000.0,1.4,249,191,Yes,14.0,479,1
Honda,HON523,Diesel,Automatic,Hatchback,Blue,2607000.0,2.6,249,144,Yes,18.2,304,1
Hyundai,HYU708,Petrol,Automatic,Sedan,Grey,1653000.0,1.2,192,209,No,13.4,399,1
Ford,FOR324,Petrol,Manual,Coupe,Black,3938000.0,1.8,161,242,No,16.4,278,1
Hyundai,HYU421,Petrol,Manual,Coupe,White,4738000.0,3.3,163,220,Yes,13.8,447,1
Mercedes,MER305,Diesel,Manual,Hatchback,Blue,8626000.0,2.3,331,197,No,13.2,355,1
Maruti Suzuki,MAR733,Hybrid,Manual,Sedan,Silver,935000.0,1.3,90,143,Yes,20.8,819,1
Ford,FOR741,Hybrid,Automatic,Hatchback,Green,3357000.0,3.4,105,205,Yes,25.1,377,1
Honda,HON474,Petrol,Automatic,Hatchback,Grey,2975000.0,2.4,142,165,No,17.1,465,1
Kia,KIA664,Hybrid,Automatic,Sedan,Black,3348000.0,2.0,124,157,Yes,20.8,269,1
Ford,FOR124,Petrol,Automatic,Hatchback,Blue,1434000.0,1.6,93,161,Yes,14.5,268,1
Mercedes,MER785,Electric,Automatic,SUV,White,10475000.0,2.4,316,207,No,29.9,110,0
Mahindra,MAH642,Petrol,Automatic,Coupe,Grey,4652000.0,3.1,248,195,No,19.1,652,1
Hyundai,HYU745,Diesel,Automatic,Pickup,Blue,4861000.0,3.4,206,167,No,15.9,695,1
Ford,FOR799,Petrol,Manual,Coupe,Grey,3710000.0,3.1,195,205,No,15.3,373,1
Mercedes,MER634,Petrol,Automatic,Hatchback,Green,16816000.0,3.3,396,236,Yes,12.5,76,0
Maruti Suzuki,MAR971,Hybrid,Manual,Sedan,White,1289000.0,1.7,85,152,No,25.9,557,1
Hyundai,HYU366,Hybrid,Automatic,Pickup,Red,1393000.0,1.5,171,185,Yes,21.5,383,1
Audi,AUD669,Diesel,Automatic,Sedan,White,15545000.0,3.1,428,207,No,13.2,310,1
Audi,AUD284,Diesel,Manual,Sedan,White,9133000.0,3.1,220,203,No,12.2,479,1
Mercedes,MER805,Petrol,Automatic,Hatchback,Red,13673000.0,4.7,394,181,No,19.1,30,0
Audi,AUD572,Petrol,Automatic,Coupe,Blue,13125000.0,3.0,248,219,Yes,15.9,218,1
Honda,HON627,Diesel,Manual,SUV,Silver,1850000.0,3.0,165,175,No,12.0,445,1
Hyundai,HYU510,Hybrid,Automatic,Sedan,Blue,2786000.0,3.0,100,169,No,25.8,751,1
Hyundai,HYU771,Petrol,Automatic,Hatchback,Black,2523000.0,1.6,137,164,No,19.9,390,1
Mercedes,MER606,Hybrid,Automatic,Sedan,Grey,14933000.0,3.3,299,218,No,26.0,106,0
Toyota,TOY971,Petrol,Manual,Coupe,Grey,3070000.0,1.3,221,193,No,14.3,478,1
Honda,HON291,Diesel,Manual,SUV,Blue,3527000.0,2.9,194,148,No,14.4,354,1
Kia,KIA133,Diesel,Manual,Coupe,Red,2703000.0,1.9,123,240,Yes,18.0,530,1
Mercedes,MER219,Petrol,Manual,Pickup,Red,11072000.0,2.0,282,200,Yes,13.7,94,0
Mahindra,MAH349,Diesel,Manual,Coupe,Grey,2473000.0,3.4,167,239,Yes,13.7,445,1
Hyundai,HYU728,Petrol,Manual,Sedan,Green,1789000.0,3.3,156,152,No,17.5,548,1
Maruti Suzuki,MAR633,Diesel,Automatic,Pickup,Silver,1836000.0,1.0,119,161,No,14.6,550,1
Ford,FOR144,Diesel,Automatic,SUV,Red,2221000.0,2.3,215,192,No,15.5,189,1
Maruti Suzuki,MAR555,Hybrid,Automatic,Sedan,Grey,824000.0,2.0,76,136,Yes,26.5,416,1
Honda,HON701,Petrol,Automatic,SUV,Grey,2658000.0,1.2,121,140,No,13.4,414,1
Audi,AUD230,Diesel,Manual,Coupe,Silver,10713000.0,3.2,279,299,Yes,17.4,236,1
Maruti Suzuki,MAR264,Petrol,Manual,Pickup,Green,993000.0,1.1,100,170,No,13.5,706,1
Audi,AUD227,Petrol,Manual,SUV,White,14863000.0,3.6,218,225,No,16.2,238,1
Mahindra,MAH891,Petrol,Automatic,Sedan,Blue,3777000.0,2.5,135,214,No,13.9,244,1
Mahindra,MAH579,Petrol,Manual,Sedan,Black,2295000.0,2.0,233,180,No,17.5,373,1
Hyundai,HYU763,Petrol,Automatic,Hatchback,Black,3365000.0,1.7,142,196,No,13.9,466,1
Honda,HON219,Diesel,Automatic,Hatchback,Silver,2331000.0,2.8,230,146,Yes,15.6,691,1
Kia,KIA325,Petrol,Manual,SUV,White,4832000.0,2.8,189,219,Yes,12.5,496,1
BMW,BMW822,Diesel,Manual,Pickup,Blue,6583000.0,3.7,276,186,No,14.5,364,1
Tata,TAT491,Diesel,Automatic,Sedan,Red,732000.0,1.5,77,160,Yes,16.4,552,1
Kia,KIA533,Electric,Manual,SUV,Red,3777000.0,1.3,165,155,Yes,33.1,535,1
Toyota,TOY726,Diesel,Manual,Pickup,Blue,2160000.0,1.2,226,149,Yes,12.1,339,1
Mahindra,MAH522,Petrol,Manual,Pickup,Green,2276000.0,2.1,102,205,No,15.2,39,1
Mahindra,MAH195,Diesel,Automatic,Sedan,Black,3453000.0,3.0,234,217,Yes,15.4,288,1
Mercedes,MER139,Petrol,Automatic,SUV,Silver,14468000.0,2.9,181,233,Yes,13.4,171,0
Tata,TAT990,Petrol,Manual,Hatchback,Blue,1992000.0,1.8,114,152,Yes,17.6,521,1
Hyundai,HYU744,Petrol,Manual,Coupe,Silver,4078000.0,2.8,193,218,No,15.8,573,1
Ford,FOR845,Diesel,Automatic,Coupe,White,1966000.0,2.4,105,223,No,19.6,313,1
Honda,HON362,Petrol,Manual,Coupe,Silver,3712000.0,1.7,245,201,Yes,15.5,491,1
Tata,TAT685,Petrol,Manual,Hatchback,Green,715000.0,1.7,81,124,No,19.5,499,1
Toyota,TOY857,Petrol,Manual,Coupe,Green,3310000.0,2.9,128,233,Yes,18.6,674,1
BMW,BMW352,Diesel,Automatic,Hatchback,White,18398000.0,4.5,300,226,Yes,18.3,30,0
Kia,KIA874,Petrol,Manual,Hatchback,Grey,1694000.0,2.6,247,215,No,18.7,149,1
Mahindra,MAH598,Petrol,Manual,SUV,Green,3608000.0,3.2,107,213,Yes,19.4,379,1
Mercedes,MER159,Petrol,Manual,Pickup,Green,7214000.0,4.7,435,182,No,14.4,30,0
Honda,HON485,Diesel,Automatic,Hatchback,Blue,3942000.0,2.0,243,219,Yes,14.5,263,1
Toyota,TOY474,Petrol,Automatic,Pickup,White,3103000.0,2.5,182,169,No,13.3,357,1
Mahindra,MAH205,Petrol,Automatic,Coupe,Grey,1604000.0,2.6,102,184,No,17.0,378,1
Honda,HON675,Diesel,Automatic,Coupe,Green,2863000.0,1.3,163,210,No,16.4,315,1
Audi,AUD687,Petrol,Automatic,SUV,Green,12770000.0,4.4,429,242,No,15.8,396,1
Hyundai,HYU806,Petrol,Manual,Coupe,Green,3263000.0,2.4,228,238,No,14.5,491,1
Mercedes,MER960,Petrol,Automatic,Sedan,Grey,9784000.0,4.9,251,192,Yes,19.2,36,0
Honda,HON792,Petrol,Manual,Pickup,White,1591000.0,1.8,160,187,Yes,14.6,236,1
Mercedes,MER139,Petrol,Manual,Sedan,Grey,13203000.0,3.2,409,209,Yes,15.6,197,1
Tata,TAT753,Diesel,Manual,Coupe,Red,1428000.0,1.1,69,167,No,14.2,405,1
Kia,KIA894,Electric,Automatic,Hatchback,Red,4390000.0,3.5,149,180,No,31.6,393,1
Toyota,TOY805,Diesel,Manual,Coupe,Red,3777000.0,1.2,194,225,No,15.1,294,1
Ford,FOR198,Petrol,Manual,Sedan,Red,3544000.0,1.4,180,164,Yes,14.1,236,1
BMW,BMW942,Petrol,Manual,Coupe,Silver,13236000.0,4.7,346,294,Yes,16.8,159,0
Audi,AUD949,Petrol,Automatic,Hatchback,Red,16798000.0,3.5,328,216,Yes,14.5,515,1
Kia,KIA624,Petrol,Automatic,Sedan,Blue,2014000.0,1.4,204,163,No,15.1,368,1
Ford,FOR135,Petrol,Manual,Coupe,Black,1795000.0,3.0,130,218,No,16.1,469,1
Hyundai,HYU532,Diesel,Automatic,Sedan,Red,1863000.0,1.5,123,147,No,14.2,572,1
Maruti Suzuki,MAR559,Hybrid,Manual,Sedan,Grey,1577000.0,1.2,76,150,Yes,28.8,765,1
Maruti Suzuki,MAR472,Petrol,Manual,Coupe,Red,638000.0,1.5,63,147,Yes,17.0,508,1
Maruti Suzuki,MAR976,Diesel,Manual,Coupe,Red,897000.0,1.5,119,141,Yes,15.4,661,1
Mercedes,MER827,Petrol,Automatic,SUV,Grey,10341000.0,2.2,389,197,Yes,17.6,555,1
Mercedes,MER394,Petrol,Manual,SUV,Blue,6731000.0,4.7,245,226,Yes,18.4,120,1
Mercedes,MER621,Hybrid,Automatic,Sedan,Green,12938000.0,3.0,444,199,No,29.5,147,0
Tata,TAT621,Hybrid,Automatic,Hatchback,Silver,746000.0,1.0,75,125,Yes,29.9,337,1
Ford,FOR375,Diesel,Manual,Pickup,Black,3121000.0,1.2,125,193,Yes,15.2,352,1
Audi,AUD329,Diesel,Automatic,Hatchback,Red,14213000.0,3.8,352,196,Yes,15.0,442,1
Maruti Suzuki,MAR920,Diesel,Manual,Pickup,Silver,681000.0,1.6,87,165,Yes,13.7,407,1
Hyundai,HYU574,Hybrid,Automatic,Sedan,White,3806000.0,3.2,212,215,No,29.7,511,1
Mahindra,MAH803,Petrol,Manual,Coupe,White,3443000.0,1.9,125,211,Yes,20.0,103,1
Kia,KIA673,Petrol,Manual,SUV,Grey,4378000.0,2.1,200,203,Yes,18.7,292,1
Hyundai,HYU924,Electric,Manual,SUV,Silver,4419000.0,3.1,196,172,No,35.0,482,1
Ford,FOR346,Petrol,Manual,Pickup,White,2290000.0,2.0,178,144,Yes,18.2,501,1
Toyota,TOY277,Diesel,Manual,Pickup,Black,1598000.0,1.5,121,186,Yes,14.3,491,1
Ford,FOR326,Diesel,Manual,Pickup,White,4489000.0,3.2,182,209,No,18.2,321,1
Mahindra,MAH703,Petrol,Manual,SUV,White,3505000.0,1.3,94,154,No,19.4,99,1
Toyota,TOY123,Diesel,Manual,SUV,Red,3504000.0,3.1,238,198,No,18.1,686,1
Ford,FOR522,Diesel,Manual,Sedan,Silver,2584000.0,2.3,231,202,No,17.5,384,1
Ford,FOR246,Diesel,Automatic,Pickup,Grey,3564000.0,3.4,201,163,Yes,13.3,195,1
Mahindra,MAH403,Hybrid,Automatic,SUV,Black,4147000.0,2.3,194,185,Yes,21.1,276,1
Ford,FOR188,Diesel,Automatic,Pickup,Red,2719000.0,2.7,191,217,No,18.9,266,1
Kia,KIA376,Petrol,Automatic,Hatchback,Blue,3081000.0,2.4,197,149,Yes,20.0,483,1
Audi,AUD839,Electric,Automatic,Coupe,Grey,15803000.0,3.7,207,268,Yes,34.0,256,1
Kia,KIA268,Petrol,Automatic,Coupe,Grey,3401000.0,1.3,164,244,No,19.9,393,1
Honda,HON900,Hybrid,Manual,Hatchback,Blue,1980000.0,3.1,134,216,No,27.0,413,1
Audi,AUD679,Petrol,Manual,Hatchback,White,9198000.0,2.8,243,227,Yes,19.2,349,1
Ford,FOR868,Diesel,Manual,Pickup,Red,4516000.0,3.5,211,156,No,18.3,425,1
Mahindra,MAH766,Electric,Automatic,Pickup,Green,2695000.0,3.5,150,163,Yes,28.6,185,1
Kia,KIA585,Petrol,Manual,Sedan,Blue,4004000.0,1.9,137,143,No,14.0,396,1
Tata,TAT787,Petrol,Manual,Hatchback,Black,1233000.0,1.4,76,122,Yes,14.4,451,1
Audi,AUD395,Petrol,Manual,Sedan,Black,8849000.0,2.9,329,201,Yes,17.0,469,1
BMW,BMW857,Hybrid,Automatic,Sedan,Black,13926000.0,2.1,225,192,Yes,24.5,245,1
Kia,KIA795,Petrol,Automatic,Pickup,Red,3654000.0,1.2,148,200,No,13.2,262,1
